,budget,popularity,runtime,revenue,revenue_M,budget_M,belongs_to_collection_size,cast_size,crew_size,flg_homepage,flg_belongs_to_collection_size,genres_Adventure,actors_Tyrese Gibson,movie_Director_Peter Jackson
1564,15000000,7.4926580000000005,140.0,35485608,35.49,15.0,0,33.0,22.0,1,0,0,0,0
1565,28000000,13.143061,130.0,133346506,133.35,28.0,0,103.0,75.0,1,0,0,0,0
1566,0,0.535931,88.0,11000,0.01,0.0,0,4.0,2.0,1,0,0,0,0
1567,2000000,11.276024000000001,108.0,22179430,22.18,2.0,0,20.0,17.0,0,0,0,0,0
1568,70000000,3.062626,101.0,11263966,11.26,70.0,0,9.0,14.0,0,0,0,0,0
1569,15800000,8.948564999999999,110.0,239606210,239.61,15.8,1,10.0,10.0,0,1,1,0,0
1570,4000000,12.994387,76.0,93600000,93.6,4.0,1,12.0,18.0,0,1,0,0,0
1571,40000000,6.4173849999999995,101.0,84601681,84.6,40.0,0,22.0,24.0,0,0,0,0,0
1572,9100000,4.23908,183.0,76000000,76.0,9.1,0,12.0,8.0,1,0,0,0,0
1573,450000,2.333661,84.0,973525,0.97,0.45,0,7.0,2.0,0,0,0,0,0
1574,0,2.6050169999999997,85.0,6700,0.01,0.0,0,19.0,73.0,1,0,0,0,0
1575,10500000,4.668541,89.0,11582891,11.58,10.5,0,13.0,3.0,0,0,0,0,0
1576,4000000,11.609441,102.0,119723856,119.72,4.0,0,22.0,47.0,0,0,0,0,0
1577,1000000,2.301183,96.0,16000000,16.0,1.0,0,14.0,13.0,0,0,1,0,0
1578,28000000,17.26045,117.0,96188903,96.19,28.0,1,26.0,42.0,0,1,0,0,0
1579,80000000,7.309903,136.0,121059225,121.06,80.0,1,30.0,9.0,1,1,0,0,0
1580,1300000,6.636872,105.0,10750000,10.75,1.3,0,8.0,14.0,0,0,1,0,0
1581,10000000,0.524432,127.0,25800,0.03,10.0,1,68.0,11.0,0,1,1,0,0
1582,25000000,1.466461,87.0,12000000,12.0,25.0,0,9.0,13.0,0,0,0,0,0
1583,9000000,6.484495,114.0,28607524,28.61,9.0,0,16.0,31.0,0,0,0,0,0
1584,17000000,7.196689999999999,95.0,20455276,20.46,17.0,0,15.0,2.0,1,0,0,0,0
1585,0,11.127884,83.0,12382362,12.38,0.0,0,23.0,9.0,0,0,0,0,0
1586,44500000,14.238234,120.0,232324128,232.32,44.5,0,61.0,58.0,1,0,0,0,0
1587,30000000,8.032638,91.0,15556340,15.56,30.0,1,15.0,5.0,0,1,0,0,0
1588,35000000,8.155603999999999,112.0,23083334,23.08,35.0,0,17.0,65.0,1,0,0,0,0
1589,0,6.5497879999999995,97.0,3384747,3.38,0.0,0,20.0,23.0,0,0,0,0,0
1590,0,5.0860129999999995,96.0,1031243,1.03,0.0,0,21.0,22.0,0,0,0,0,0
1591,31000000,5.418428,103.0,53208180,53.21,31.0,0,32.0,14.0,0,0,0,0,0
1592,1250000,8.731330999999999,101.0,11000000,11.0,1.25,0,59.0,23.0,0,0,0,0,0
1593,45000000,6.8410899999999994,109.0,92374674,92.37,45.0,0,21.0,57.0,1,0,0,1,0
1594,12000000,6.140116,89.0,40855419,40.86,12.0,1,16.0,11.0,0,1,0,0,0
1595,0,6.851242999999999,89.0,102617,0.1,0.0,0,8.0,16.0,0,0,0,0,0
1596,10000000,6.638116,89.0,26488734,26.49,10.0,0,17.0,30.0,0,0,0,0,0
1597,16000000,9.101896,89.0,66468332,66.47,16.0,0,96.0,29.0,0,0,0,0,0
1598,150000000,1.456541,107.0,373062864,373.06,150.0,1,63.0,8.0,1,1,1,0,0
1599,2000000,0.570293,90.0,696681,0.7,2.0,0,8.0,2.0,0,0,0,0,0
1600,50000000,6.496271,88.0,6808550,6.81,50.0,0,15.0,12.0,0,0,0,0,0
1601,70000000,16.316318,92.0,215529201,215.53,70.0,0,23.0,112.0,0,0,0,0,0
1602,0,0.5756560000000001,105.0,3206713,3.21,0.0,0,4.0,4.0,0,0,0,0,0
1603,20000000,13.591485,108.0,17280326,17.28,20.0,1,61.0,44.0,1,1,1,0,0
1604,4520000,3.372304,101.0,7175592,7.18,4.52,0,27.0,12.0,0,0,0,0,0
1605,6000000,7.217205,111.0,5809330,5.81,6.0,0,22.0,4.0,0,0,0,0,0
1606,11000000,12.293202,109.0,161789,0.16,11.0,0,15.0,17.0,1,0,0,0,0
1607,40000000,13.256679,111.0,240978,0.24,40.0,0,24.0,4.0,0,0,0,0,0
1608,50000000,17.126768,114.0,159773545,159.77,50.0,1,25.0,47.0,0,1,0,0,0
1609,0,7.601439,101.0,1929168,1.93,0.0,0,15.0,16.0,0,0,0,0,0
1610,15000000,3.550711,94.0,9902115,9.9,15.0,0,20.0,32.0,0,0,0,0,0
1611,73000000,11.604533,98.0,103891409,103.89,73.0,0,23.0,78.0,0,0,0,0,0
1612,14000000,8.307210000000001,98.0,154864401,154.86,14.0,0,15.0,13.0,0,0,0,0,0
1613,50000000,9.930325999999999,130.0,38955598,38.96,50.0,0,125.0,52.0,0,0,0,0,0
1614,19000000,10.187278,93.0,40846082,40.85,19.0,1,15.0,95.0,0,1,0,0,0
1615,30000000,11.589835,112.0,210819611,210.82,30.0,0,43.0,78.0,1,0,0,0,0
1616,18000000,6.303383999999999,122.0,11500000,11.5,18.0,0,15.0,6.0,0,0,0,0,0
1617,0,10.107677,95.0,3537961,3.54,0.0,0,0.0,0.0,0,0,0,0,0
1618,891000,0.17924600000000002,89.0,229000,0.23,0.89,0,1.0,1.0,0,0,0,0,0
1619,43000000,10.536255,136.0,80049764,80.05,43.0,0,14.0,10.0,0,0,0,0,0
1620,55000000,15.178338,134.0,127600435,127.6,55.0,0,16.0,16.0,0,0,1,0,0
1621,662141,1.2334459999999998,98.0,1606624,1.61,0.66,0,15.0,5.0,0,0,0,0,0
1622,400000,0.218588,97.0,43719,0.04,0.4,0,7.0,4.0,0,0,0,0,0
1623,0,4.071187,122.0,460226,0.46,0.0,0,22.0,31.0,0,0,0,0,0
1624,85000000,14.048694,93.0,252712101,252.71,85.0,0,21.0,49.0,0,0,1,0,0
1625,45000000,13.530029999999998,105.0,73762516,73.76,45.0,1,13.0,57.0,1,1,0,1,0
1626,0,4.494016,102.0,540152,0.54,0.0,0,9.0,3.0,0,0,0,0,0
1627,0,2.738,105.0,28400000,28.4,0.0,0,8.0,4.0,0,0,1,0,0
1628,1800000,6.694959,104.0,41158757,41.16,1.8,1,20.0,33.0,0,1,0,0,0
1629,0,0.26912600000000003,116.0,170832,0.17,0.0,0,7.0,2.0,0,0,0,0,0
1630,260000000,39.186819,149.0,604942143,604.94,260.0,1,110.0,51.0,1,1,1,0,0
1631,15000000,9.895652,107.0,34533783,34.53,15.0,0,24.0,25.0,1,0,0,0,0
1632,3000000,1.412333,73.0,19010585,19.01,3.0,1,5.0,2.0,1,1,1,0,0
1633,30000000,7.554848,84.0,133949270,133.95,30.0,1,8.0,11.0,1,1,1,0,0
1634,7000000,11.789813,119.0,200182160,200.18,7.0,1,14.0,18.0,0,1,0,0,0
1635,30000000,4.655727,101.0,13273595,13.27,30.0,0,11.0,30.0,1,0,0,0,0
1636,0,4.1132599999999995,93.0,1697294,1.7,0.0,0,10.0,2.0,0,0,0,0,0
1637,25000000,6.851628,92.0,4152230,4.15,25.0,0,25.0,13.0,0,0,0,0,0
1638,0,8.271179,129.0,30231200,30.23,0.0,1,5.0,3.0,1,1,0,0,0
1639,17000000,5.772293,101.0,78247647,78.25,17.0,1,31.0,48.0,0,1,0,0,0
1640,4600000,4.342418,186.0,25000000,25.0,4.6,0,15.0,21.0,0,0,0,0,0
1641,4500000,7.522655,86.0,1261000,1.26,4.5,0,9.0,37.0,0,0,0,0,0
1642,110000000,17.159576,119.0,333011068,333.01,110.0,1,34.0,20.0,1,1,1,0,0
1643,61000000,41.225769,132.0,311256926,311.26,61.0,1,37.0,99.0,1,1,0,0,0
1644,1000000,7.666558,129.0,34522221,34.52,1.0,0,16.0,3.0,1,0,0,0,0
1645,0,4.13905,144.0,3692836,3.69,0.0,0,12.0,17.0,0,0,0,0,0
1646,20000000,17.136672,104.0,35739755,35.74,20.0,0,17.0,75.0,0,0,0,0,0
1647,15000000,15.388875,100.0,78054825,78.05,15.0,0,25.0,73.0,1,0,0,0,0
1648,500000,0.321515,95.0,10300,0.01,0.5,0,37.0,1.0,0,0,0,0,0
1649,7000000,7.738924000000001,106.0,2697930,2.7,7.0,0,14.0,24.0,1,0,0,0,0
1650,1400000,12.063080000000001,138.0,63463,0.06,1.4,0,21.0,25.0,0,0,0,0,0
1651,0,9.206356,107.0,21890845,21.89,0.0,1,17.0,11.0,0,1,1,0,0
1652,5000000,1.5647739999999999,100.0,4710749,4.71,5.0,0,6.0,2.0,0,0,0,0,0
1653,20000000,9.502332000000001,98.0,11341016,11.34,20.0,0,14.0,10.0,0,0,0,0,0
1654,0,1.322781,107.0,1261947,1.26,0.0,0,5.0,2.0,1,0,0,0,0
1655,22000000,13.966833,121.0,12000000,12.0,22.0,0,14.0,9.0,0,0,1,0,0
1656,18000000,4.19356,141.0,62000000,62.0,18.0,0,11.0,17.0,1,0,0,0,0
1657,12500000,9.543004,100.0,49002684,49.0,12.5,0,12.0,5.0,0,0,0,0,0
1658,0,1.7739630000000002,86.0,83398,0.08,0.0,0,8.0,2.0,1,0,0,0,0
1659,20000000,1.057387,93.0,8178569,8.18,20.0,0,27.0,15.0,0,0,0,0,0
1660,4000000,12.410427,136.0,13275000,13.28,4.0,0,90.0,35.0,0,0,0,0,0
1661,14000000,5.355452,126.0,35856053,35.86,14.0,0,16.0,14.0,0,0,0,0,0
1662,360000,1.345165,113.0,36000000,36.0,0.36,1,11.0,2.0,0,1,0,0,0
1663,25000000,10.932786,94.0,15502112,15.5,25.0,0,17.0,11.0,1,0,1,0,0
1664,48000000,8.781588000000001,93.0,90383208,90.38,48.0,0,11.0,19.0,0,0,0,0,0
1665,16400000,19.905716,129.0,235860116,235.86,16.4,0,15.0,11.0,0,0,0,0,0
1666,18000000,11.720358000000001,127.0,5887457,5.89,18.0,0,68.0,52.0,0,0,0,0,0
1667,0,8.513889,104.0,596349,0.6,0.0,0,20.0,10.0,0,0,0,0,0
1668,700000,9.47666,171.0,7830611,7.83,0.7,0,3.0,3.0,0,0,0,0,0
1669,2000000,8.367858,89.0,58510,0.06,2.0,0,15.0,9.0,0,0,0,0,0
1670,20000000,11.11946,116.0,24145613,24.15,20.0,0,24.0,21.0,1,0,0,0,0
1671,15000000,12.860385,101.0,24769466,24.77,15.0,0,15.0,7.0,0,0,0,0,0
1672,10000000,7.676017,100.0,66821036,66.82,10.0,0,13.0,22.0,0,0,0,0,0
1673,185000000,123.167259,152.0,1004558444,1004.56,185.0,1,134.0,81.0,1,1,0,0,0
1674,28000000,5.715737,90.0,77516304,77.52,28.0,0,19.0,27.0,0,0,0,0,0
1675,20000000,9.059459,94.0,7237794,7.24,20.0,0,10.0,26.0,0,0,0,0,0
1676,1900000,1.075939,104.0,2070806,2.07,1.9,0,4.0,3.0,0,0,0,0,0
1677,25000000,8.383246,120.0,24902723,24.9,25.0,0,26.0,26.0,0,0,0,0,0
1678,8500000,10.990614,107.0,770706,0.77,8.5,0,13.0,47.0,1,0,0,0,0
1679,60000,14.838385999999998,81.0,248000000,248.0,0.06,1,10.0,28.0,1,1,0,0,0
1680,180000,7.523517,89.0,900000,0.9,0.18,0,3.0,2.0,1,0,0,0,0
1681,16000000,3.859495,127.0,81452156,81.45,16.0,0,10.0,10.0,0,0,0,0,0
1682,11000000,7.715908,81.0,13276953,13.28,11.0,0,12.0,2.0,0,0,0,0,0
1683,0,0.000308,105.0,1878561,1.88,0.0,0,12.0,2.0,0,0,0,0,0
1684,2153912,0.334881,83.0,4864560,4.86,2.15,0,6.0,7.0,0,0,0,0,0
1685,60000000,11.131917,124.0,159330280,159.33,60.0,0,50.0,92.0,0,0,1,0,0
1686,3000000,6.09018,133.0,9012000,9.01,3.0,0,15.0,9.0,0,0,0,0,0
1687,0,1.437622,79.0,1718328,1.72,0.0,0,4.0,14.0,0,0,0,0,0
1688,41000000,12.929653,105.0,91636986,91.64,41.0,0,46.0,82.0,1,0,0,0,0
1689,0,0.326486,98.0,457163,0.46,0.0,0,14.0,11.0,0,0,0,0,0
1690,0,10.001517,108.0,5240,0.01,0.0,0,5.0,9.0,1,0,0,0,0
1691,7000000,12.61469,98.0,60611975,60.61,7.0,0,17.0,12.0,1,0,0,0,0
1692,20000000,0.69162,98.0,2297493,2.3,20.0,0,15.0,1.0,0,0,0,0,0
1693,5000000,5.147819,89.0,42000000,42.0,5.0,0,16.0,14.0,1,0,1,0,0
1694,521873,1.6687939999999999,127.0,1013926,1.01,0.52,0,13.0,23.0,0,0,0,0,0
1695,34000000,228.032744,113.0,224511319,224.51,34.0,0,56.0,183.0,0,0,0,0,0
1696,0,6.5864009999999995,115.0,5000000,5.0,0.0,0,52.0,14.0,0,0,0,0,0
1697,0,5.8603190000000005,132.0,21621000,21.62,0.0,0,12.0,6.0,0,0,0,0,0
1698,50000000,10.563152,124.0,120081841,120.08,50.0,0,15.0,3.0,1,0,0,0,0
1699,20000000,18.006895999999998,105.0,117760134,117.76,20.0,0,15.0,18.0,1,0,0,0,0
1700,0,9.968395,135.0,7286388,7.29,0.0,0,7.0,12.0,0,0,0,0,0
1701,0,1.7846819999999999,77.0,7424,0.01,0.0,0,7.0,4.0,0,0,0,0,0
1702,0,2.0833180000000002,86.0,64227,0.06,0.0,0,8.0,18.0,0,0,0,0,0
1703,3837625,0.7496649999999999,103.0,3867000,3.87,3.84,1,13.0,4.0,1,1,0,0,0
1704,42000000,10.174298,100.0,89162162,89.16,42.0,0,22.0,46.0,1,0,0,0,0
1705,0,1.2106270000000001,108.0,7218340,7.22,0.0,0,8.0,7.0,0,0,0,0,0
1706,0,10.847383,141.0,5800000,5.8,0.0,0,43.0,20.0,0,0,0,0,0
1707,20000000,4.444724,101.0,17432163,17.43,20.0,0,16.0,11.0,0,0,0,0,0
1708,120000000,5.458387,121.0,48668907,48.67,120.0,0,16.0,19.0,1,0,0,0,0
1709,45000000,9.875573,95.0,56070433,56.07,45.0,0,20.0,27.0,0,0,0,0,0
1710,15000000,7.390012,130.0,42724017,42.72,15.0,0,41.0,16.0,0,0,0,0,0
1711,1000000,6.107378,87.0,9318,0.01,1.0,0,4.0,11.0,0,0,0,0,0
1712,50000000,6.572049000000001,99.0,8342132,8.34,50.0,0,14.0,11.0,0,0,0,0,0
1713,46000000,11.485472999999999,115.0,101191884,101.19,46.0,0,44.0,78.0,0,0,0,0,0
1714,5000000,1.629796,80.0,2091037,2.09,5.0,0,5.0,4.0,0,0,0,0,0
1715,152000000,146.161786,140.0,369907963,369.91,152.0,1,20.0,9.0,1,1,0,0,0
1716,0,5.435993,96.0,5101756,5.1,0.0,0,7.0,11.0,1,0,0,0,0
1717,120000000,10.246549,102.0,242688965,242.69,120.0,1,16.0,27.0,1,1,0,0,0
1718,3347850,2.906503,108.0,1248748,1.25,3.35,0,80.0,35.0,0,0,0,0,0
1719,4437508,3.7790769999999996,155.0,2804874,2.8,4.44,0,4.0,7.0,1,0,0,0,0
1720,17500000,5.773276999999999,117.0,85313124,85.31,17.5,1,41.0,38.0,0,1,0,0,0
1721,94000000,5.310558,116.0,54744738,54.74,94.0,0,17.0,9.0,0,0,0,0,0
1722,40000000,9.832342,93.0,51070807,51.07,40.0,1,17.0,21.0,1,1,0,0,0
1723,120000000,17.246484,100.0,167977596,167.98,120.0,0,28.0,119.0,1,0,1,0,0
1724,0,9.590695,128.0,27634716,27.63,0.0,0,20.0,9.0,0,0,0,0,0
1725,45000000,7.2880460000000005,95.0,124914842,124.91,45.0,1,31.0,8.0,0,1,0,0,0
1726,14000000,6.892056,91.0,39673161,39.67,14.0,0,17.0,2.0,0,0,0,0,0
1727,8000000,11.23915,92.0,10848783,10.85,8.0,0,25.0,8.0,1,0,0,0,0
1728,10000000,6.452069,102.0,3665069,3.67,10.0,0,13.0,22.0,1,0,0,0,0
1729,5200000,1.8911380000000002,163.0,13000000,13.0,5.2,0,21.0,18.0,0,0,0,0,0
1730,4000000,10.067238,90.0,1440000,1.44,4.0,0,10.0,4.0,0,0,0,0,0
1731,3900000,0.5620970000000001,199.0,4900000,4.9,3.9,0,23.0,18.0,0,0,0,0,0
1732,5500000,1.250293,140.0,47000000,47.0,5.5,1,10.0,1.0,0,1,0,0,0
1733,25000000,6.710597999999999,105.0,34100000,34.1,25.0,0,38.0,8.0,1,0,1,0,0
1734,40000000,13.043999000000001,118.0,244527583,244.53,40.0,1,54.0,24.0,1,1,1,0,0
1735,63000000,8.863776,127.0,920100000,920.1,63.0,1,27.0,118.0,1,1,1,0,0
1736,5000000,5.957998,121.0,23507567,23.51,5.0,1,10.0,9.0,1,1,0,0,0
1737,2000000,2.812182,90.0,120620,0.12,2.0,0,11.0,10.0,0,0,0,0,0
1738,0,9.64078,112.0,46434570,46.43,0.0,0,6.0,14.0,0,0,0,0,0
1739,38000000,6.456233,98.0,122417389,122.42,38.0,0,24.0,9.0,0,0,0,0,0
1740,0,5.6696599999999995,119.0,26079312,26.08,0.0,0,9.0,17.0,0,0,0,0,0
1741,15000000,1.158196,111.0,163169,0.16,15.0,0,13.0,33.0,0,0,0,0,0
1742,30000000,9.128905,105.0,25480490,25.48,30.0,1,16.0,25.0,0,1,0,0,0
1743,48000000,7.198455,104.0,20915465,20.92,48.0,0,10.0,11.0,0,0,1,0,0
1744,50000000,17.887943,141.0,83719388,83.72,50.0,0,16.0,39.0,1,0,0,0,0
1745,6400000,19.293561999999998,108.0,78371200,78.37,6.4,1,33.0,54.0,1,1,0,0,0
1746,750000,1.5000129999999998,98.0,4000000,4.0,0.75,0,4.0,5.0,0,0,0,0,0
1747,9000000,9.202416,84.0,18663238,18.66,9.0,0,19.0,12.0,1,0,0,0,0
1748,0,2.033354,86.0,666045,0.67,0.0,0,15.0,9.0,0,0,0,0,0
1749,5000000,4.2066550000000005,119.0,26144,0.03,5.0,0,9.0,8.0,0,0,0,0,0
1750,1000000,2.709403,109.0,6933459,6.93,1.0,0,8.0,11.0,0,0,0,0,0
1751,17820000,9.482248,94.0,14054361,14.05,17.82,0,8.0,6.0,0,0,0,0,0
1752,50000000,12.508517999999999,99.0,16671505,16.67,50.0,0,8.0,8.0,0,0,1,0,0
1753,0,1.8128990000000003,99.0,20666,0.02,0.0,0,6.0,10.0,0,0,0,0,0
1754,2,2.466066,95.0,1,0.0,0.0,0,13.0,6.0,0,0,0,0,0
1755,14000000,0.964715,94.0,9216,0.01,14.0,0,5.0,3.0,0,0,0,0,0
1756,0,1.528202,108.0,88658655,88.66,0.0,0,9.0,7.0,1,0,0,0,0
1757,1300000,0.044561,135.0,639000,0.64,1.3,0,8.0,2.0,1,0,0,0,0
1758,0,3.3672760000000004,96.0,718490,0.72,0.0,0,21.0,4.0,0,0,0,0,0
1759,130000000,14.89499,120.0,276572938,276.57,130.0,1,31.0,102.0,1,1,0,0,0
1760,290000,0.140491,85.0,596000,0.6,0.29,0,10.0,9.0,0,0,1,0,0
1761,190000000,27.275686999999998,137.0,1506249360,1506.25,190.0,1,52.0,98.0,1,1,0,1,0
1762,2600000,13.233262,93.0,119500000,119.5,2.6,0,25.0,12.0,0,0,0,0,0
1763,250000,8.168455999999999,68.0,2500000,2.5,0.25,0,35.0,12.0,0,0,0,0,0
1764,3000000,8.851646,161.0,27200000,27.2,3.0,0,15.0,11.0,0,0,0,0,0
1765,0,4.290624,120.0,14631377,14.63,0.0,0,21.0,9.0,1,0,0,0,0
1766,0,0.371679,158.0,1486992,1.49,0.0,0,7.0,6.0,0,0,0,0,0
1767,0,2.345336,91.0,8533973,8.53,0.0,0,9.0,1.0,0,0,0,0,0
1768,16000000,7.108555,87.0,76514050,76.51,16.0,0,13.0,17.0,1,0,0,0,0
1769,0,11.443544000000001,73.0,7900000,7.9,0.0,1,10.0,9.0,0,1,1,0,0
1770,0,11.002046,115.0,7025496,7.03,0.0,0,19.0,5.0,0,0,0,0,0
1771,13400000,1.223071,100.0,16700000,16.7,13.4,0,15.0,2.0,1,0,0,0,0
1772,65000000,17.015539,104.0,262797249,262.8,65.0,0,26.0,16.0,0,0,1,0,0
1773,0,10.752519,98.0,1133031,1.13,0.0,0,40.0,137.0,0,0,0,0,0
1774,35000000,7.790139999999999,122.0,74558115,74.56,35.0,0,26.0,65.0,0,0,0,0,0
1775,5000000,14.970485,97.0,9114264,9.11,5.0,0,36.0,24.0,0,0,0,0,0
1776,1070000,0.170074,95.0,570000,0.57,1.07,0,5.0,12.0,0,0,0,0,0
1777,3000000,2.850011,89.0,13308,0.01,3.0,1,0.0,9.0,0,1,0,0,0
1778,35000000,6.966505000000001,110.0,17508518,17.51,35.0,0,57.0,50.0,0,0,0,0,0
1779,14600000,12.989627,101.0,70906973,70.91,14.6,0,30.0,44.0,0,0,0,0,0
1780,5000000,12.158424,110.0,110000000,110.0,5.0,0,17.0,17.0,0,0,0,0,0
1781,18000000,6.971611,80.0,5602431,5.6,18.0,0,2.0,54.0,1,0,0,0,0
1782,6000000,11.186981,105.0,1305195,1.31,6.0,0,25.0,50.0,1,0,0,0,0
1783,97000000,54.581996999999994,137.0,616801808,616.8,97.0,1,0.0,0.0,1,1,0,0,0
1784,11000000,10.3919,118.0,10032765,10.03,11.0,0,25.0,3.0,0,0,0,0,0
1785,0,0.626528,105.0,268431,0.27,0.0,0,9.0,1.0,1,0,0,0,0
1786,0,1.53188,103.0,94633,0.09,0.0,0,8.0,7.0,0,0,0,0,0
1787,0,4.782755,101.0,382267,0.38,0.0,0,28.0,24.0,0,0,0,0,0
1788,11000000,23.37742,117.0,104931801,104.93,11.0,1,10.0,30.0,1,1,0,0,0
1789,2500000,11.591462,119.0,11403529,11.4,2.5,0,16.0,17.0,0,0,0,0,0
1790,5000000,5.830675,99.0,19905359,19.91,5.0,0,11.0,2.0,0,0,0,0,0
1791,2159280,8.651053,80.0,15298355,15.3,2.16,0,10.0,36.0,0,0,0,0,0
1792,7000000,5.5529459999999995,112.0,8349430,8.35,7.0,1,14.0,11.0,0,1,0,0,0
1793,0,7.970312,145.0,25461,0.03,0.0,0,5.0,7.0,0,0,0,0,0
1794,10831173,4.480723,106.0,10654385,10.65,10.83,0,22.0,5.0,1,0,0,0,0
1795,13360000,8.717661,118.0,2000000,2.0,13.36,0,34.0,7.0,1,0,0,0,0
1796,55000000,13.776067999999999,134.0,95000000,95.0,55.0,0,17.0,85.0,1,0,0,0,0
1797,20000000,9.188583,113.0,208588,0.21,20.0,0,27.0,42.0,1,0,0,0,0
1798,5000000,6.370495,113.0,34725000,34.72,5.0,1,21.0,9.0,0,1,0,0,0
1799,0,14.38601,129.0,66995253,67.0,0.0,1,17.0,32.0,1,1,0,0,0
1800,5,0.0018800000000000002,141.0,135,0.0,0.0,0,0.0,2.0,0,0,0,0,0
1801,3500000,0.556435,90.0,9247881,9.25,3.5,0,11.0,2.0,0,0,0,0,0
1802,30000000,10.596719,107.0,42886719,42.89,30.0,0,14.0,33.0,0,0,0,0,0
1803,2500,0.40475300000000003,78.0,15425,0.02,0.0,0,11.0,5.0,0,0,0,0,0
1804,3800000,8.070589,126.0,4307000,4.31,3.8,0,25.0,29.0,0,0,1,0,0
1805,0,10.274376,112.0,33461269,33.46,0.0,0,20.0,18.0,0,0,1,0,0
1806,14000000,5.113573000000001,149.0,46495,0.05,14.0,0,22.0,25.0,1,0,0,0,0
1807,4000000,7.274236999999999,115.0,10785801,10.79,4.0,0,15.0,12.0,1,0,0,0,0
1808,0,1.5120129999999998,150.0,217201,0.22,0.0,0,4.0,7.0,0,0,0,0,0
1809,135000000,11.72545,134.0,163794509,163.79,135.0,0,19.0,65.0,0,0,1,0,0
1810,0,5.337351,111.0,2293798,2.29,0.0,0,23.0,12.0,0,0,0,0,0
1811,200000000,20.818907,109.0,435000000,435.0,200.0,1,14.0,144.0,0,1,0,0,0
1812,0,11.106753999999999,121.0,14393902,14.39,0.0,0,6.0,10.0,1,0,1,0,0
1813,0,5.917685,86.0,47301471,47.3,0.0,0,10.0,8.0,0,0,0,0,0
1814,2700000,0.677253,117.0,4635143,4.64,2.7,0,0.0,3.0,0,0,0,0,0
1815,48000000,8.338222,147.0,207515725,207.52,48.0,0,29.0,25.0,0,0,0,0,0
1816,0,6.328119,106.0,288312,0.29,0.0,0,25.0,7.0,0,0,0,0,0
1817,2000000,1.188935,89.0,33700,0.03,2.0,0,3.0,1.0,0,0,0,0,0
1818,120000000,14.072510999999999,142.0,649398328,649.4,120.0,1,42.0,20.0,1,1,1,0,0
1819,0,0.5180779999999999,91.0,314195,0.31,0.0,0,7.0,1.0,0,0,0,0,0
1820,500000,2.317528,88.0,220151,0.22,0.5,0,10.0,4.0,0,0,0,0,0
1821,0,0.5258689999999999,120.0,62153,0.06,0.0,0,4.0,4.0,0,0,0,0,0
1822,4000000,5.681582,111.0,2826523,2.83,4.0,0,18.0,8.0,0,0,0,0,0
1823,1500000,8.708789,86.0,173066,0.17,1.5,0,7.0,3.0,1,0,0,0,0
1824,19000000,2.8243669999999996,188.0,4750000,4.75,19.0,0,26.0,17.0,0,0,0,0,0
1825,0,5.7990699999999995,81.0,5765562,5.77,0.0,1,16.0,20.0,0,1,0,0,0
1826,6000000,4.619068,105.0,24078196,24.08,6.0,0,8.0,12.0,0,0,0,0,0
1827,0,0.41819700000000004,133.0,33053559,33.05,0.0,1,8.0,2.0,1,1,0,0,0
1828,50000000,9.645800999999999,120.0,56714147,56.71,50.0,0,26.0,30.0,0,0,0,0,0
1829,0,6.653254,96.0,19776159,19.78,0.0,1,23.0,12.0,0,1,0,0,0
1830,70000000,8.919469,116.0,309457509,309.46,70.0,0,18.0,32.0,0,0,0,0,0
1831,6500000,0.8774770000000001,102.0,9816332,9.82,6.5,1,11.0,2.0,0,1,0,0,0
1832,1250000,12.74564,129.0,36144000,36.14,1.25,0,12.0,11.0,0,0,0,0,0
1833,0,3.6318629999999996,124.0,1200627,1.2,0.0,0,19.0,3.0,0,0,0,0,0
1834,0,1.298224,96.0,102780,0.1,0.0,0,8.0,31.0,0,0,0,0,0
1835,3000000,8.733191999999999,97.0,7282851,7.28,3.0,1,14.0,8.0,1,1,0,0,0
1836,60000000,7.0946240000000005,101.0,73174566,73.17,60.0,0,33.0,2.0,1,0,0,0,0
1837,30000000,11.552956,109.0,35294470,35.29,30.0,0,24.0,104.0,0,0,0,0,0
1838,200000000,13.678120000000002,106.0,586090727,586.09,200.0,1,32.0,17.0,1,1,1,0,0
1839,0,1.655202,156.0,138913,0.14,0.0,1,8.0,2.0,0,1,0,0,0
1840,130000000,12.204174,105.0,117831631,117.83,130.0,0,36.0,43.0,0,0,1,0,0
1841,15000000,9.747452000000001,89.0,6405245,6.41,15.0,0,31.0,56.0,1,0,0,0,0
1842,0,9.987072,105.0,27900000,27.9,0.0,0,21.0,17.0,0,0,1,0,0
1843,0,1.9079380000000001,106.0,5405313,5.41,0.0,0,20.0,8.0,0,0,0,0,0
1844,9000000,1.494688,97.0,1046166,1.05,9.0,0,15.0,6.0,1,0,0,0,0
1845,1500000,6.939994,97.0,14697005,14.7,1.5,1,15.0,10.0,0,1,0,0,0
1846,4000000,3.92107,103.0,530048,0.53,4.0,0,15.0,19.0,1,0,0,0,0
1847,0,0.5404359999999999,86.0,209935,0.21,0.0,0,19.0,5.0,0,0,0,0,0
1848,17000000,12.494394,170.0,72070731,72.07,17.0,0,10.0,9.0,0,0,0,0,0
1849,3230939,1.937874,162.0,18000000,18.0,3.23,0,13.0,7.0,0,0,0,0,0
1850,0,6.741159,94.0,6538177,6.54,0.0,0,22.0,24.0,0,0,0,0,0
